taxon_oid	Domain	Sequencing Status	Study Name	Genome Name / Sample Name	Sequencing Center	IMG Genome ID 	Phylum	Class	Order	Family	Genus	Species	ANI Cluster ID	IMG Release/Pipeline Version	NCBI Taxon ID	Strain	Genome Size   * assembled	Gene Count   * assembled	
638277126	Viruses	Finished	Yaba-like disease virus	Yaba-like disease virus	University of Oxford	638277126	dsDNA viruses, no RNA stage	Pokkesviricetes	Chitovirales	Poxviridae	Yatapoxvirus	Tanapox virus	0	IMG/W 2.0	132475		144575	152	
2738542467	Viruses	Permanent Draft	Redefining the invertebrate RNA virosphere	Beihai victori-like virus 1 BHZC37363	BGI Tech Solutions Co., Ltd.	2738542467	dsRNA viruses	unclassified	unclassified	unclassified	unclassified	Beihai victori-like virus 1	0	0	1922737	BHZC37363	4755	2	
638275789	Viruses	Permanent Draft	Chino del tomate virus	Chino del tomate virus	University of California, Davis	638275789	ssDNA viruses	Repensiviricetes	Geplafuvirales	Geminiviridae	Begomovirus	Chino del tomate virus	0	IMG/W 2.0	47838		5213	7	
2595698541	Viruses	Finished	Digitaria ciliaris striate mosaic virus	Digitaria ciliaris striate mosaic virus	University of Canterbury	2595698541	ssDNA viruses	Repensiviricetes	Geplafuvirales	Geminiviridae	Mastrevirus	Digitaria ciliaris striate mosaic virus	0	0	1196237		2816	4	
2757320671	Viruses	Permanent Draft	Genome sequencing of Pseudoalteromonas phage BS5	Pseudoalteromonas phage BS5	Ocean University of China	2757320671	unclassified phages	Caudoviricetes	Caudovirales	Siphoviridae	unclassified	Pseudoalteromonas phage BS5	0	0	1874539	BS5	39949	65	
638275694	Viruses	Finished	Bovine parvovirus	Bovine parvovirus	Virginia Polytechnic Institute and State University	638275694	ssDNA viruses	Quintoviricetes	Piccovirales	Parvoviridae	Bocaparvovirus	Ungulate bocaparvovirus 1	0	IMG/W 2.0	10784		5517	4	
638276059	Viruses	Finished	Feline leukemia virus	Feline leukemia virus	University of Southern California	638276059	Retro-transcribing viruses	Revtraviricetes	Ortervirales	Retroviridae	Gammaretrovirus	Feline leukemia virus	0	IMG/W 2.0	11768		8448	2	
2706796199	Viruses	Permanent Draft	Mytilus sp. clam associated circular virus RefSeq Genome	Mytilus sp. clam associated circular virus I0169	University of South Florida	2706796199	ssDNA viruses	Arfiviricetes	Cirlivirales	Circoviridae	unclassified	Mytilus sp. clam associated circular virus	0	0	1692256	I0169	1894	2	
2706795574	Viruses	Permanent Draft	Mongoose feces-associated virus genomes	Mongoose feces-associated gemycircularvirus a 181a	University of Leuven ? KU Leuven	2706795574	unclassified viruses	Repensiviricetes	Geplafuvirales	Genomoviridae	Gemykibivirus	Rhinolophus associated gemykibivirus 1	0	0	1634485	181a	2089	2	
2738542540	Viruses	Permanent Draft	Redefining the invertebrate RNA virosphere	Wuhan spirurian nematodes virus 1 WHSWHC143244	BGI Tech Solutions Co., Ltd.	2738542540	ssRNA (+) viruses	unclassified	unclassified	unclassified	unclassified	Wuhan spirurian nematodes virus 1	0	0	1923759	WHSWHC143244	9961	1	
2738541807	Viruses	Permanent Draft	Redefining the invertebrate RNA virosphere	Changjiang tombus-like virus 4 CJLX30236	BGI Tech Solutions Co., Ltd.	2738541807	ssRNA (+) viruses	unclassified	unclassified	unclassified	unclassified	Changjiang tombus-like virus 4	0	0	1922818	CJLX30236	3694	3	
2706795441	Viruses	Permanent Draft	Felis catus gammaherpesvirus 1 RefSeq Genome	Felis catus gammaherpesvirus 1 31286	Oregon State University	2706795441	dsDNA viruses, no RNA stage	Herviviricetes	Herpesvirales	Herpesviridae	Percavirus	Felid gammaherpesvirus 1	0	0	1452540	31286	122522	87	
638275565	Viruses	Finished	Synechococcus phage syn9	Synechococcus phage syn9	University of Pittsburgh	638275565	dsDNA viruses, no RNA stage	Caudoviricetes	Caudovirales	Myoviridae	unclassified	Synechococcus phage syn9	0	IMG/W 2.0	382359		176847	235	
638276548	Viruses	Finished	Panicum mosaic virus	Panicum mosaic virus	Texas A and M University	638276548	ssRNA viruses	Tolucaviricetes	Tolivirales	Tombusviridae	Panicovirus	Panicum mosaic virus	0	IMG/W 2.0	40279		4326	6	
2706796374	Viruses	Permanent Draft	Escherichia phage Envy RefSeq Genome	Escherichia phage Envy	Loyola University	2706796374	dsDNA viruses, no RNA stage	Caudoviricetes	Caudovirales	Siphoviridae	Dhillonvirus	Escherichia phage Envy	0	0	1883200	Envy	45206	62	
2595698936	Viruses	Finished	Propionibacterium phages sequencing UCLA, USA	Propionibacterium phage P100_1	University of California, Los Angeles	2595698936	dsDNA viruses, no RNA stage	Caudoviricetes	Caudovirales	Siphoviridae	Pahexavirus	Propionibacterium virus P1001	0	0	1229791		29612	47	
2595698333	Viruses	Finished	Halovirus genome project- Univ of Pittsburgh, USA	Halovirus HVTV-1	University of Pittsburgh	2595698333	dsDNA viruses, no RNA stage	unclassified	unclassified	unclassified	unclassified	Halovirus HVTV-1	0	0	1262528		102319	174	
641201280	Viruses	Finished	Phormidium phage Pf-WMP3	Phormidium virus Pf-WMP3	Peking University	641201280	dsDNA viruses, no RNA stage	Caudoviricetes	Caudovirales	Podoviridae	Wumptrevirus	Phormidium virus WMP3	0	IMG/W 2.4	440250		43249	41	
2700988863	Viruses	Permanent Draft	Dragonfly larvae associated circular DNA viruses	Dragonfly larvae associated circular virus-9	University of Canterbury	2700988863	ssDNA viruses	unclassified	unclassified	unclassified	unclassified	Dragonfly larvae associated circular virus-9	0	0	1454030		1722	2	
638276854	Viruses	Permanent Draft	Sri Lankan cassava mosaic virus	Sri Lankan cassava mosaic virus	Norwich Research Park	638276854	ssDNA viruses	Repensiviricetes	Geplafuvirales	Geminiviridae	Begomovirus	Sri Lankan cassava mosaic virus	0	IMG/W 2.0	161378		5466	8	
2700989006	Viruses	Permanent Draft	Mycobacterium phages genome sequencing - Pittsburgh Bacteriophage Institute, University of Pittsburgh, USA	Mycobacterium phage Charlie	National Center for Biotechnology Information (NCBI), University of Pittsburgh	2700989006	dsDNA viruses, no RNA stage	Caudoviricetes	Caudovirales	Siphoviridae	Charlievirus	Mycobacterium virus Charlie	0	0	1056830		43036	68	
2706796497	Viruses	Permanent Draft	Condylorrhiza vestigialis MNPV RefSeq Genome	Condylorrhiza vestigialis MNPV	Embrapa Recursos Geneticos e Biotecnologia	2706796497	dsDNA viruses, no RNA stage	Naldaviricetes	Lefavirales	Baculoviridae	Alphabaculovirus	Condylorrhiza vestigialis MNPV	0	0	1592576	MNPV	125767	138	
2595698571	Viruses	Finished	Yam spherical virus	Yam spherical virus	Leibniz Institute	2595698571	ssRNA viruses	Tolucaviricetes	Tolivirales	Tombusviridae	Aureusvirus	Yam spherical virus	0	0	1421055		4464	4	
2706795713	Viruses	Permanent Draft	Ungulate bocaparvovirus 6 RefSeq Genome	Ungulate bocaparvovirus 6 Ungulate bocaparvovirus 6 strain USII/03	Kansas State University	2706795713	ssDNA viruses	Quintoviricetes	Piccovirales	Parvoviridae	Bocaparvovirus	Ungulate bocaparvovirus 6	0	0	1864484	Ungulate bocaparvovirus 6 strain USII/03	5224	2	
2738542472	Viruses	Permanent Draft	Redefining the invertebrate RNA virosphere	Wenzhou narna-like virus 5 WZFSL79329	BGI Tech Solutions Co., Ltd.	2738542472	ssRNA (+) viruses	unclassified	unclassified	unclassified	unclassified	Wenzhou narna-like virus 5	0	0	1923580	WZFSL79329	3959	2	
2706796068	Viruses	Permanent Draft	Klebsiella phage K5 RefSeq Genome	Klebsiella phage K5	Russian Academy of Sciences, Institute of Bioorganic Chemistry	2706796068	dsDNA viruses, no RNA stage	Caudoviricetes	Caudovirales	Autographiviridae	Przondovirus	Klebsiella virus K5	0	0	1647374	K5	41698	46	
638276726	Viruses	Permanent Draft	Rotavirus C	Rotavirus C	University of Southampton	638276726	dsRNA viruses	Resentoviricetes	Reovirales	Reoviridae	Rotavirus	Rotavirus C	0	IMG/W 2.0	36427		16560	10	
638275437	Viruses	Finished	Ageratum yellow leaf curl betasatellite	Ageratum yellow leaf curl betasatellite	John Innes Centre	638275437	Satellites	unclassified	unclassified	Tolecusatellitidae	Betasatellite	Ageratum yellow leaf curl betasatellite	0	IMG/W 2.0	169687		1351	1	
2706795910	Viruses	Permanent Draft	Pan troglodytes verus polyomavirus 8 RefSeq Genome	Pan troglodytes verus polyomavirus 8 Ch-Regina	Biomedical Primate Research Centre (BPRC), Netherlands	2706795910	dsDNA viruses, no RNA stage	Papovaviricetes	Sepolyvirales	Polyomaviridae	Betapolyomavirus	Pan troglodytes polyomavirus 8	0	0	1762023	Ch-Regina	5163	6	
638276735	Viruses	Finished	Sabia virus	Brazilian mammarenavirus	Lawrence Livermore National Laboratory	638276735	ssRNA viruses	Ellioviricetes	Bunyavirales	Arenaviridae	Mammarenavirus	Brazilian mammarenavirus	0	IMG/W 2.0	2169992		10499	4	
2708742454	Viruses	Permanent Draft	Single Virus Genomics	Uncultured Deep Ocean Single Virus 30_J17	University of Alicante	2708742454	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified	0	IMG Annotation Pipeline v.4.14.0	10239	30_J17	17011	11	
2700988875	Viruses	Permanent Draft	Chimpanzee alpha-1 herpesvirus	Chimpanzee alpha-1 herpesvirus 105640	National Center for Biotechnology Information (NCBI), National Microbiology Laboratory, Public Health Agency of Canada	2700988875	dsDNA viruses, no RNA stage	Herviviricetes	Herpesvirales	Herpesviridae	Simplexvirus	Panine alphaherpesvirus 3	0	0	332937	105640	153158	77	
2700989013	Viruses	Permanent Draft	Cimodo virus	Cimodo virus	University of Bonn	2700989013	dsRNA viruses	Resentoviricetes	Reovirales	Reoviridae	unclassified	Cimodo virus	0	0	1427476		24835	12	
2706796455	Viruses	Permanent Draft	Lymantria dispar iflavirus 1 RefSeq Genome	Lymantria dispar iflavirus 1 Ames	Iowa State University	2706796455	ssRNA viruses	Pisoniviricetes	Picornavirales	Iflaviridae	Iflavirus	Lymantria dispar iflavirus 1	0	0	1521188	Ames	10044	1	
2588253572	Viruses	Finished	Lactobacillus phage f-AQ113	Lactobacillus phage f-AQ113	Centro di Ricerca per le Produzioni Foraggere e Lattiero-Casearie	2588253572	dsDNA viruses, no RNA stage	unclassified	unclassified	unclassified	unclassified	Lactobacillus phage f-AQ113	0	0	1208667		36566	56	
2595698472	Viruses	Finished	Enterobacteria phage mEpX1	Escherichia phage mEpX1	ETH Zurich	2595698472	dsDNA viruses, no RNA stage	Caudoviricetes	Caudovirales	Siphoviridae	Hendrixvirus	Escherichia virus mEpX1	0	0	1147153		41567	66	
2597490060	Viruses	Permanent Draft	Hibiscus green spot virus	Hibiscus green spot virus	University of Hawaii	2597490060	ssRNA viruses	Alsuviricetes	Martellivirales	Kitaviridae	Higrevirus	Hibiscus green spot virus	0	0	1100890		14702	10	
2738541539	Viruses	Permanent Draft	Redefining the invertebrate RNA virosphere	Wuhan insect virus 16 WHZM9931	BGI Tech Solutions Co., Ltd.	2738541539	ssRNA viruses	unclassified	unclassified	unclassified	unclassified	Wuhan insect virus 16	0	0	1923720	WHZM9931	8266	2	
2738542579	Viruses	Permanent Draft	Redefining the invertebrate RNA virosphere	Beihai mantis shrimp virus 5 BHXG25299	BGI Tech Solutions Co., Ltd.	2738542579	ssRNA (+) viruses	unclassified	unclassified	unclassified	unclassified	Beihai mantis shrimp virus 5	0	0	1922432	BHXG25299	10256	2	
2700988785	Viruses	Permanent Draft	Paralichthys olivaceus birnavirus	Paralichthys olivaceus birnavirus	University of Chinese Academy of Sciences	2700988785	dsRNA viruses	unclassified	unclassified	Birnaviridae	Aquabirnavirus	Yellowtail ascites virus	0	0	475879		5871	3	
2700988805	Viruses	Permanent Draft	Dragonfly larvae associated circular DNA viruses	Dragonfly larvae associated circular virus-4	University of Canterbury	2700988805	ssDNA viruses	unclassified	unclassified	unclassified	unclassified	Dragonfly larvae associated circular virus-4	0	0	1454025		2121	2	
2738541882	Viruses	Permanent Draft	Redefining the invertebrate RNA virosphere	Hubei narna-like virus 9 WHBL72555	BGI Tech Solutions Co., Ltd.	2738541882	ssRNA (+) viruses	unclassified	unclassified	unclassified	unclassified	Hubei narna-like virus 9	0	0	1922962	WHBL72555	4380	2	
2595698296	Viruses	Finished	Equus ferus caballus papillomavirus type 5	Equus ferus caballus papillomavirus 5	University of Zurich	2595698296	dsDNA viruses, no RNA stage	Papovaviricetes	Zurhausenvirales	Papillomaviridae	Dyoiotapapillomavirus	Dyoiotapapillomavirus 2	0	0	1235429		7519	7	
2595698671	Viruses	Finished	Edwardsiella phage MSW-3	Edwardsiella phage MSW-3	National Research Institute of Fisheries Science, Fisheries Research Agency	2595698671	dsDNA viruses, no RNA stage	Caudoviricetes	Caudovirales	Myoviridae	Yokohamavirus	Edwardsiella virus MSW3	0	0	1264700		42746	66	
2738541850	Viruses	Permanent Draft	Redefining the invertebrate RNA virosphere	Beihai sipunculid worm virus 7 BHNXC41490	BGI Tech Solutions Co., Ltd.	2738541850	ssRNA viruses	unclassified	unclassified	unclassified	unclassified	Beihai sipunculid worm virus 7	0	0	1922679	BHNXC41490	19324	4	
638276063	Viruses	Permanent Draft	Fiji disease virus	Fiji disease virus	Queensland University of Technology	638276063	dsRNA viruses	Resentoviricetes	Reovirales	Reoviridae	Fijivirus	Fiji disease virus	0	IMG/W 2.0	77698		29339	12	
2700988954	Viruses	Permanent Draft	Mycobacterium phages genome sequencing - Pittsburgh Bacteriophage Institute, University of Pittsburgh, USA	Mycobacterium phage MichelleMyBell	National Center for Biotechnology Information (NCBI), University of Pittsburgh	2700988954	dsDNA viruses, no RNA stage	Caudoviricetes	Caudovirales	Siphoviridae	Buttersvirus	Mycobacterium virus Michelle	0	0	1445726		42240	70	
2595698521	Viruses	Finished	Bacillus phage BCD7	Bacillus phage BCD7	Seoul National University	2595698521	dsDNA viruses, no RNA stage	Caudoviricetes	Caudovirales	Myoviridae	unclassified	Bacillus phage BCD7	0	0	1136534		93839	140	
2757320774	Viruses	Permanent Draft	Genome sequencing of Clematis chlorotic mottle virus	Clematis chlorotic mottle virus	USDA-ARS	2757320774	ssRNA viruses	Tolucaviricetes	Tolivirales	Tombusviridae	Pelarspovirus	Clematis chlorotic mottle virus	0	0	1950126		3880	5	
2738542569	Viruses	Permanent Draft	Redefining the invertebrate RNA virosphere	Shahe picorna-like virus 5 SHWC13542	BGI Tech Solutions Co., Ltd.	2738542569	ssRNA (+) viruses	unclassified	unclassified	unclassified	unclassified	Shahe picorna-like virus 5	0	0	1923448	SHWC13542	8658	2	
638276361	Viruses	Finished	Luffa puckering and leaf distortion-associated DNA beta	Luffa puckering and leaf distortion-associated DNA beta	Indian Agricultural Research Institute	638276361	Satellites	unclassified	unclassified	Tolecusatellitidae	Betasatellite	Luffa puckering and leaf distortion-associated DNA beta	0	IMG/W 2.0	292626		1358	1	
2595698574	Viruses	Finished	Donkey orchid symptomless virus	Donkey orchid symptomless virus	Murdoch University	2595698574	unclassified viruses	Alsuviricetes	Tymovirales	Alphaflexiviridae	Platypuvirus	Donkey orchid symptomless virus	0	0	1400526		7838	6	
2595698442	Viruses	Finished	Epinotia aporema granulovirus	Epinotia aporema granulovirus	Universidad Nacional de La Plata	2595698442	dsDNA viruses, no RNA stage	Naldaviricetes	Lefavirales	Baculoviridae	Betabaculovirus	Epinotia aporema granulovirus	0	0	166056		119082	132	
2738542035	Viruses	Permanent Draft	Redefining the invertebrate RNA virosphere	Wuhan insect virus 8 WHCCII10272	BGI Tech Solutions Co., Ltd.	2738542035	ssRNA (+) viruses	unclassified	unclassified	unclassified	unclassified	Wuhan insect virus 8	0	0	1923739	WHCCII10272	10644	3	
2706795642	Viruses	Permanent Draft	Alternaria longipes dsRNA virus 1 RefSeq Genome	Alternaria longipes dsRNA virus 1 HN28	Chinese Academy of Agricultural Sciences	2706795642	dsRNA viruses	unclassified	unclassified	unclassified	unclassified	Alternaria longipes dsRNA virus 1	0	0	1532031	HN28	3415	2	
638276235	Viruses	Finished	Human papillomavirus type 16	Human papillomavirus type 16	National Cancer Institute	638276235	dsDNA viruses, no RNA stage	Papovaviricetes	Zurhausenvirales	Papillomaviridae	Alphapapillomavirus	Alphapapillomavirus 9	0	IMG/W 2.0	333760		7904	8	
2595698382	Viruses	Finished	Mycobacterium phages genome sequencing - UCLA	Mycobacterium phage Bruin	University of California, Los Angeles	2595698382	dsDNA viruses, no RNA stage	Caudoviricetes	Caudovirales	Siphoviridae	Kostyavirus	Mycobacterium phage Bruin	0	0	1391179		74210	143	
2700988991	Viruses	Permanent Draft	Pouzolzia golden mosaic virus RefSeq Genome	Pouzolzia golden mosaic virus	Guangdong Academy of Agricultural Sciences, National Center for Biotechnology Information (NCBI)	2700988991	ssDNA viruses	Repensiviricetes	Geplafuvirales	Geminiviridae	Begomovirus	Pouzolzia golden mosaic virus	0	0	1225069		2723	7	
2706795488	Viruses	Permanent Draft	Simian retrovirus 8 RefSeq Genome	Simian retrovirus 8 SRV8/SUZ/2012	VRL Laboratories, Texas, USA	2706795488	Retro-transcribing viruses	Revtraviricetes	Ortervirales	Retroviridae	Betaretrovirus	Simian retrovirus 8	0	0	1904439	SRV8/SUZ/2012	8126	4	
650627009	Viruses	Finished	Ageratum leaf curl Cameroon alphasatellite	Ageratum leaf curl Cameroon alphasatellite	Swedish University of Agricultural Sciences	650627009	Satellites	unclassified	unclassified	Alphasatellitidae	unclassified	Ageratum leaf curl Cameroon alphasatellite	0	IMG/W 3.4	743035		1383	3	
2706796194	Viruses	Permanent Draft	Grapevine associated narnavirus-1 RefSeq Genome	Grapevine associated narnavirus-1 Ctg157 HAZ1-4	Stress and Gene Regulation, Centro de Investigacions Biologicas CSIC, Calle Ramiro de Maeztu, 9, 28040, SPAIN	2706796194	ssRNA viruses	Amabiliviricetes	Wolframvirales	Narnaviridae	Narnavirus	Grapevine associated narnavirus-1	0	0	908834	Ctg157 HAZ1-4	2733	1	
638275605	Viruses	Permanent Draft	Barley mild mosaic virus	Barley mild mosaic virus		638275605	ssRNA viruses	Stelpaviricetes	Patatavirales	Potyviridae	Bymovirus	Barley mild mosaic virus	0	IMG/W 2.0	12466		10786	2	
2595698438	Viruses	Finished	Papaya lethal yellowing virus	Papaya lethal yellowing virus	Federal University of Vicosa	2595698438	ssRNA viruses	Pisoniviricetes	Sobelivirales	Solemoviridae	Sobemovirus	Papaya lethal yellowing virus	0	0	685899		4145	5	
2757321066	Viruses	Permanent Draft	Genome sequencing of Mamastrovirus 2	Mamastrovirus 2	Institute of Parasitology, Vienna	2757321066	ssRNA viruses	Stelpaviricetes	Stellavirales	Astroviridae	Mamastrovirus	Mamastrovirus 2	0	0	1239566		6347	3	
2595698488	Viruses	Finished	Mycobacterium phage Leo	Mycobacterium phage Leo	Chongqing Normal University	2595698488	dsDNA viruses, no RNA stage	Caudoviricetes	Caudovirales	Siphoviridae	Liefievirus	Mycobacterium phage Leo	0	0	1327952		39981	59	
2738542766	Viruses	Permanent Draft	Redefining the invertebrate RNA virosphere	Xinzhou bunya-like virus 2 XZSJSC64965	BGI Tech Solutions Co., Ltd.	2738542766	ssRNA viruses	unclassified	unclassified	unclassified	unclassified	Xinzhou bunya-like virus 2	0	0	1923767	XZSJSC64965	6162	1	
2757321088	Viruses	Permanent Draft	Genome sequencing of Giant panda associated virus	Giant panda circovirus 3	Jiangsu University	2757321088	ssDNA viruses	Arfiviricetes	Cirlivirales	Circoviridae	Circovirus	Giant panda circovirus 3	0	0	2016458		2653	3	
2706796062	Viruses	Permanent Draft	Enterobacter phage E-3 RefSeq Genome	Enterobacter phage E-3	ETH Zurich	2706796062	dsDNA viruses, no RNA stage	Caudoviricetes	Caudovirales	Autographiviridae	Teetrevirus	Enterobacter virus E3	0	0	1636314	E-3	31522	36	
2595698528	Viruses	Finished	Spinach yellow vein Sikar virus	Spinach yellow vein Sikar virus	Mody University of Science and Technology	2595698528	ssDNA viruses	Repensiviricetes	Geplafuvirales	Geminiviridae	Begomovirus	Spinach yellow vein virus	0	0	1432565		2753	6	
2738542611	Viruses	Permanent Draft	Redefining the invertebrate RNA virosphere	Wenzhou tombus-like virus 11 mosZJ33874	BGI Tech Solutions Co., Ltd.	2738542611	ssRNA (+) viruses	unclassified	unclassified	unclassified	unclassified	Wenzhou tombus-like virus 11	0	0	1923664	mosZJ33874	4931	3	
2738541609	Viruses	Permanent Draft	Redefining the invertebrate RNA virosphere	Porcine epidemic diarrhea virus WHZHC72223	BGI Tech Solutions Co., Ltd.	2738541609	ssRNA viruses	Pisoniviricetes	Nidovirales	Coronaviridae	Alphacoronavirus	Porcine epidemic diarrhea virus	0	0	28295	WHZHC72223	28033	6	
651703102	Viruses	Finished	Synechococcus phage S-SM1	Synechococcus phage S-SM1	Broad Institute, Gordon and Betty Moore Foundation Marine Microbiology Initiative	651703102	dsDNA viruses, no RNA stage	Caudoviricetes	Caudovirales	Myoviridae	Thetisvirus	Synechococcus virus SSM1	0	IMG/W 3.5	444859		174079	240	
2757320844	Viruses	Permanent Draft	Genome sequencing of Salmonella phage IME207	Salmonella phage IME207	Beijing Military Command General Hospital of PLA, China	2757320844	dsDNA viruses, no RNA stage	Caudoviricetes	Caudovirales	Siphoviridae	unclassified	Salmonella phage IME207	0	0	1873985	IME207	47564	94	
2765235844	Viruses	Permanent Draft	Genome sequencing of Escherichia phage WG01	Escherichia phage WG01	Nanjing Agricultural University	2765235844	dsDNA viruses, no RNA stage	Caudoviricetes	Caudovirales	Myoviridae	Dhakavirus	Escherichia virus WG01	0	0	1837931	WG01	169936	273	
2757320876	Viruses	Permanent Draft	Genome sequencing of Lake Sinai Virus SA2	Lake Sinai Virus SA2	University of Sydney	2757320876	ssRNA viruses	Magsaviricetes	Nodamuvirales	Sinhaliviridae	Sinaivirus	Lake Sinai Virus SA2	0	0	1983563		5898	4	
643677440	Viruses	Finished	Red clover vein mosaic virus	Red clover vein mosaic virus	USDA-ARS	643677440	ssRNA viruses	Alsuviricetes	Tymovirales	Betaflexiviridae	Carlavirus	Red clover vein mosaic virus	0	IMG/W 2.9	590403		8604	6	
2738542012	Viruses	Permanent Draft	Redefining the invertebrate RNA virosphere	Wenzhou picorna-like virus 37 WZSBei69579	BGI Tech Solutions Co., Ltd.	2738542012	ssRNA (+) viruses	unclassified	unclassified	unclassified	unclassified	Wenzhou picorna-like virus 37	0	0	1923623	WZSBei69579	9763	2	
2738542782	Viruses	Permanent Draft	Redefining the invertebrate RNA virosphere	Wuhan millipede virus 3 WHWG56524	BGI Tech Solutions Co., Ltd.	2738542782	ssRNA (+) viruses	unclassified	unclassified	unclassified	unclassified	Wuhan millipede virus 3	0	0	1923742	WHWG56524	10655	2	
2606217147	Viruses	Permanent Draft	Synechococcus phage S-CBP4	Synechococcus phage S-CBP4	Broad Institute	2606217147	Uroviricota	Caudoviricetes	Caudovirales	Autographiviridae	Poseidonvirus	Synechococcus virus SCBP4	0	0	754059		41824	57	
2703719069	Viruses	Permanent Draft	Sida yellow vein China alphasatellite	Sida yellow vein China alphasatellite	National Center for Biotechnology Information (NCBI), Tokyo Nodai, Tokyo University of Agriculture Japan	2703719069	Satellites	unclassified	unclassified	Alphasatellitidae	unclassified	Sida yellow vein China alphasatellite	0	0	1293961		1359	1	
2757320693	Viruses	Permanent Draft	Genome sequencing of Picorna-like virus AWando15	Picorna-like virus AWando15	Pukyong National University	2757320693	ssRNA viruses	Pisoniviricetes	Picornavirales	unclassified	unclassified	Picorna-like virus AWando15	0	0	1983535		8019	2	
645044604	Viruses	Finished	Sweetpotato badnavirus B	Sweetpotato badnavirus B	International Potato Center	645044604	Retro-transcribing viruses	Revtraviricetes	Ortervirales	Caulimoviridae	Badnavirus	Sweet potato badnavirus B	0	IMG/W 3.0	647294		7961	5	
645948463	Viruses	Finished		Gossypium punctatum mild leaf curl virus		645948463	ssDNA viruses	unclassified	unclassified	Geminiviridae	Begomovirus	punctatum	0	IMG/W 3.1	509532	mild leaf curl virus	5462	8	
638277111	Viruses	Finished	White clover mosaic virus	White clover mosaic virus		638277111	ssRNA viruses	Alsuviricetes	Tymovirales	Alphaflexiviridae	Potexvirus	White clover mosaic virus	0	IMG/W 2.0	12188		5845	5	
2716885049	Viruses	Permanent Draft	Pandoravirus inopinatum RefSeq Genome	Pandoravirus inopinatum KlaHel	Bundeswehr Institute of Microbiology	2716885049	dsDNA viruses, no RNA stage	unclassified	unclassified	unclassified	Pandoravirus	Pandoravirus inopinatum	0	0	1605721	KlaHel	2243109	1840	
638276017	Viruses	Finished	Enterobacteria phage T1	Escherichia virus T1	Queen's University	638276017	dsDNA viruses, no RNA stage	Caudoviricetes	Caudovirales	Drexlerviridae	Tunavirus	Escherichia virus T1	0	IMG/W 2.0	1921008		48836	78	
641201068	Viruses	Finished	Erectites yellow mosaic virus satellite DNA beta	Erectites yellow mosaic virus satellite DNA beta	Queensland University of Technology	641201068	Satellites	unclassified	unclassified	Tolecusatellitidae	Betasatellite	Erectites yellow mosaic virus satellite DNA beta	0	IMG/W 2.4	447603		1342	1	
2595698624	Viruses	Finished	Mycobacterium phages genome sequencing - Pittsburgh Bacteriophage Institute, University of Pittsburgh, USA	Mycobacterium phage Crossroads	University of Pittsburgh	2595698624	dsDNA viruses, no RNA stage	Caudoviricetes	Caudovirales	Siphoviridae	Bronvirus	Mycobacterium phage Crossroads	0	0	1340836		76129	145	
2706795546	Viruses	Permanent Draft	Burkina Faso astrovirus RefSeq Genome	Human astrovirus BF34	Blood Systems Research Institute (BSRI)	2706795546	ssRNA viruses	Stelpaviricetes	Stellavirales	Astroviridae	Mamastrovirus	Burkina Faso astrovirus	0	0	1518575	BF34	6577	3	
2738541526	Viruses	Permanent Draft	Redefining the invertebrate RNA virosphere	Beihai levi-like virus 14 BHXun31396	BGI Tech Solutions Co., Ltd.	2738541526	ssRNA (+) viruses	unclassified	unclassified	unclassified	unclassified	Beihai levi-like virus 14	0	0	1922399	BHXun31396	4249	3	
2757320782	Viruses	Permanent Draft	Genome sequencing of Miniopterus schreibersii polyomavirus 1	Miniopterus schreibersii polyomavirus 1	Hokkaido University	2757320782	dsDNA viruses, no RNA stage	Papovaviricetes	Sepolyvirales	Polyomaviridae	Alphapolyomavirus	Miniopterus schreibersii polyomavirus 1	0	0	1904408		4752	6	
2757320627	Viruses	Permanent Draft	Genome sequencing of Synechococcus phage S-CAM3	Synechococcus phage S-CAM3	University of California, Irvine	2757320627	unclassified phages	Caudoviricetes	Caudovirales	Myoviridae	Charybdisvirus	Synechococcus virus SCAM3	0	0	1883366	S-CAM3	198190	250	
638275417	Viruses	Finished	Adeno-associated virus - 3	Adeno-associated virus - 3	National Heart, Lung and Blood Institute	638275417	ssDNA viruses	Quintoviricetes	Piccovirales	Parvoviridae	Dependoparvovirus	Adeno-associated dependoparvovirus A	0	IMG/W 2.0	46350		4726	2	
2738541874	Viruses	Permanent Draft	Redefining the invertebrate RNA virosphere	Hubei diptera virus 18 SCM37169	BGI Tech Solutions Co., Ltd.	2738541874	dsRNA viruses	unclassified	unclassified	unclassified	unclassified	Hubei diptera virus 18	0	0	1922879	SCM37169	3436	2	
638275892	Viruses	Finished	Kappapapillomavirus 2	Kappapapillomavirus 2		638275892	dsDNA viruses, no RNA stage	Papovaviricetes	Zurhausenvirales	Papillomaviridae	Kappapapillomavirus	Kappapapillomavirus 2	0	IMG/W 2.0	10623		7868	10	
638275551	Viruses	Finished	Enterobacteria phage phiP27	Enterobacteria phage phiP27	Universitat Wurzburg, Institut fur Virologie und Immunbiologie, Germany	638275551	dsDNA viruses, no RNA stage	Caudoviricetes	Caudovirales	Myoviridae	unclassified	Enterobacteria phage phiP27	0	IMG/W 2.0	103807		42575	60	
